pid	sid	vcf_id
P21952	S31824	UNC_MOD0173
P21959	S16365	JHU_TSS_987_2751_1
P21967	S92729	UNC_MOD0771
P21974	S89629	JHU_TSS_311_1477_1
P21976	S43666	JHU_TSS_194_1259_1
P21983	S46795	UW_EPIC_208
P21989	S69882	UNC_MOD1680
P22007	S25000	JHU_TSS_1041_2871_1
P22052	S90020	JHU_TSS_835_2463_1
P22073	S37600	UNC_MOD1658
P22114	S41641	UW_EPIC_129
P22128	S38997	UNC_MOD2467
P22129	S95655	JHU_CFRD_326_10385_1
P22143	S64883	UW_EPIC_2142
P22158	S68405	UW_EPIC_4686
P22162	S74584	JHU_TSS_399_1641_1
P22164	S51580	JHU_TSS_585_1989_1
P22188	S44908	UW_EPIC_2271
P22194	S64512	JHU_TSS_536_1922_1
P22208	S86354	UW_EPIC_461
P22209	S83846	JHU_TSS_934_2645_1
P22222	S80023	UW_EPIC_114_1
P22239	S15894	UNC_MOD1089
P22269	S78131	UW_EPIC_418
P22273	S45758	UNC_MOD1271
P22275	S99375	JHU_TSS_21_39_1
P22276	S97364	UNC_MOD1683
P22284	S58752	JHU_TSS_350_164_1
P22294	S79319	UW_EPIC_2576
P22316	S29467	UNC_MOD2552
P22341	S80138	JHU_TSS_966_2707_1
P22360	S86294	UNC_MOD1292
P22361	S18087	JHU_TSS_523_1880_1
P22372	S64243	JHU_TSS_324_1502_1
P22376	S18555	UNC_CFLD3014
P22389	S84299	UNC_MOD2649
P22392	S63959	UNC_MOD1174
P22399	S55951	UW_EPIC_12272
P22459	S81349	UW_EPIC_1516
P22479	S30715	UW_EPIC_4092
P22486	S53446	UNC_MOD1686
P22501	S76497	UW_EPIC_34859
P22502	S23956	JHU_CFRD_525_10585_1
P22507	S90883	UW_EPIC_214
P22513	S67315	UNC_MOD1991
P22569	S11034	JHU_TSS_298_1452_1
P22571	S59742	JHU_TSS_1048_2877_1
P22578	S21081	JHU_TSS_537_1904_1
P22587	S31011	JHU_TSS_314_1482_1
P22650	S38198	JHU_TSS_595_2009_1
P22656	S55259	JHU_TSS_360_1570_1
P22658	S68140	JHU_TSS_197_1264_1
P22673	S14305	UW_EPIC_3570
P22686	S40410	UW_EPIC_243
P22687	S60797	UNC_MOD2368
P22691	S65488	UW_EPIC_14310
P22712	S76363	UW_EPIC_3369_1
P22713	S26834	UNC_MOD0364
P22715	S24054	UNC_MOD0961
P22723	S48217	UNC_MOD1988
P22745	S34774	JHU_CFRD_299_10358_1
P22754	S21805	UNC_MOD1020
P22757	S93411	UW_EPIC_3922
P22781	S27472	UW_EPIC_3377_2
P22819	S40035	UW_EPIC_1578
P22880	S28342	UNC_MOD1368
P22882	S28445	JHU_TSS_796_2388_1
P22888	S82115	UW_EPIC_35237
P22892	S34715	UNC_CFLD4010_2
P22893	S11270	JHU_TSS_658_2117_1
P22922	S20066	JHU_TSS_842_2476_1
P22924	S11588	JHU_TSS_363_1574_1
P22925	S35103	UNC_MOD1296
P22939	S41983	UNC_MOD0428
P22958	S65608	JHU_TSS_199_1271_1
P22966	S95317	JHU_TSS_440_1723_1
P22989	S84651	UNC_MOD0396
P22992	S17230	JHU_TSS_877_2543_1
P22999	S27780	UNC_MOD0419
P23022	S14429	JHU_TSS_677_2159_1
P23032	S98300	UNC_MOD1909
P23107	S34378	UNC_MOD0329
P23125	S71010	UW_EPIC_4422
P23198	S82639	JHU_TSS_402_165_1
P23214	S46622	JHU_TSS_230_1331_1
P23221	S72621	JHU_TSS_36_1010_1
P23228	S76864	UNC_MOD2493
P23269	S49572	UNC_MOD0787
P23270	S81739	UW_EPIC_8917
P23297	S85928	JHU_TSS_688_2179_1
P23301	S78154	JHU_TSS_400_1644_1
P23325	S75697	UW_EPIC_2995
P23382	S30017	UW_EPIC_35794
P23386	S55001	UW_EPIC_1502
P23409	S56139	UW_EPIC_35518
P23428	S92461	UNC_MOD1952
P23431	S59587	UNC_MOD2239
P23433	S43076	UNC_MOD1785
P23441	S77568	JHU_TSS_1022_2818_1
P23449	S96843	JHU_TSS_987_2825_1
P23470	S48022	UW_EPIC_4143
P23495	S53130	JHU_TSS_421_1683_1
P23529	S79300	JHU_CFRD_498_10558_1
P23534	S95203	JHU_TSS_225_132_1
P23540	S50349	JHU_TSS_833_2448_1
P23541	S97757	JHU_TSS_289_1435_1
P23585	S32971	UNC_MOD0408
P23602	S94681	UNC_MOD1684
P23623	S82937	JHU_TSS_341_1535_1
P23635	S75938	UNC_MOD0441
P23650	S84477	UNC_CFLD9926
P23670	S21426	UW_EPIC_464
P23671	S76679	UNC_CFLD4004
P23681	S37212	UW_EPIC_2304
P23704	S58134	UW_EPIC_2244
P23774	S59671	UW_EPIC_159
P23780	S13538	UNC_MOD1755
P23781	S41355	JHU_TSS_11_21_1
P23820	S69708	UW_EPIC_3410
P23847	S74934	JHU_TSS_290_1437_1
P23879	S36260	UNC_MOD1231
P23880	S63347	UNC_MOD0498
P23923	S51818	UNC_MOD0310
P23948	S93023	UNC_MOD0751
P23961	S91149	UW_EPIC_3637
P23965	S23719	UW_EPIC_3366
P23975	S71243	UNC_MOD0115
P24011	S72609	JHU_TSS_130_1162_1
P24012	S56028	UNC_MOD0133
P24013	S77474	UNC_MOD0917
P24021	S35171	UNC_MOD1541
P24024	S44015	JHU_TSS_715_2225_1
P24064	S37286	UNC_MOD1284
P24093	S44973	JHU_TSS_284_1417_1
P24122	S35117	JHU_TSS_311_1506_1
P24124	S25404	UNC_MOD1868
P24130	S38204	UNC_MOD1564
P24162	S42696	UW_EPIC_423
P24200	S89748	UW_EPIC_3584
P24202	S16266	JHU_TSS_563_1957_1
P24205	S77799	UNC_MOD1018
P24210	S70821	UNC_MOD2491
P24215	S69387	JHU_TSS_1008_2815_1
P24241	S74529	UNC_MOD0502
P24271	S13461	UNC_MOD0764
P24284	S54050	UNC_MOD2090
P24287	S81042	UW_EPIC_13983
P24293	S34177	JHU_TSS_1025_2823_1
P24299	S84994	JHU_TSS_918_2622_1
P24329	S94210	UW_EPIC_4788
P24332	S52422	UNC_CFLD9903
P24338	S30195	JHU_TSS_654_2108_1
P24368	S49262	UNC_MOD1158
P24393	S27083	UNC_MOD2443
P24398	S85093	UW_EPIC_1942
P24407	S51745	JHU_TSS_608_2038_1
P24410	S61878	JHU_TSS_283_1512_1
P24434	S47765	JHU_TSS_633_2079_1
P24502	S43994	JHU_TSS_375_1594_1
P24512	S92071	JHU_TSS_441_1725_1
P24529	S76778	UW_EPIC_428
P24530	S47157	JHU_TSS_375_1595_1
P24545	S70150	UNC_MOD0589
P24567	S20987	JHU_TSS_393_1626_1
P24589	S72116	JHU_TSS_6_12_1
P24589	S23860	UNC_MOD2651
P24623	S91381	JHU_TSS_127_1158_1
P24639	S58481	JHU_TSS_973_2721_1
P24659	S31127	UW_EPIC_116
P24663	S44544	UNC_MOD0444
P24711	S50966	JHU_TSS_855_2555_1
P24724	S50577	JHU_TSS_221_1315_1
P24737	S96204	JHU_CFRD_540_10600_1
P24753	S37083	UNC_MOD0948
P24760	S14521	JHU_TSS_691_2186_1
P24763	S99974	UNC_MOD0639
P24768	S58964	JHU_TSS_579_1981_1
P24806	S71921	JHU_TSS_365_1578_1
P24809	S50973	UW_EPIC_8591
P24811	S37810	JHU_TSS_181_1240_1
P24817	S49357	UNC_MOD0080
P24848	S33725	JHU_CFRD_368_10428_1
P24860	S80110	UNC_MOD0280
P24903	S94533	JHU_TSS_326_1504_1
P24908	S75362	UNC_MOD2495
P24917	S72711	UW_EPIC_3634
P24918	S10202	UNC_MOD1464
P24931	S21655	JHU_TSS_771_2339_1
P24948	S13884	JHU_TSS_552_1930_1
P24953	S91527	JHU_TSS_975_2728_1
P24978	S14381	UNC_MOD1528
P24980	S74885	UNC_MOD1087
P24998	S42049	UNC_MOD1140
P25001	S32303	UNC_MOD1113
P25012	S43219	JHU_TSS_1011_2794_1
P25013	S83982	JHU_TSS_464_1803_1
P25019	S13484	UNC_MOD1454
P25020	S96209	UNC_MOD1456
P25051	S76102	JHU_TSS_209_1289_1
P25052	S15379	UW_EPIC_445_1
P25059	S39392	UNC_MOD0092
P25094	S99895	JHU_TSS_583_196_1
P25101	S12824	UNC_CFLD9916
P25134	S94771	JHU_CFRD_489_10549_1
P25151	S42886	JHU_TSS_82_1088_1
P25152	S18978	JHU_TSS_698_202_1_A
P25153	S62163	UW_EPIC_4212
P25156	S23746	JHU_TSS_90_1110_1
P25156	S97726	JHU_TSS_88_1100_1
P25160	S10130	UW_EPIC_2074
P25170	S39754	JHU_TSS_475_1787_1
P25173	S55953	UW_EPIC_3099
P25196	S92691	UW_EPIC_219
P25198	S55139	UW_EPIC_3372
P25206	S48375	JHU_TSS_844_2480_1
P25231	S31275	JHU_TSS_985_2748_1
P25251	S38214	JHU_CFRD_124_10152_1
P25258	S10701	UNC_MOD0575
P25260	S25412	UNC_MOD0465
P25275	S47907	UNC_MOD2665
P25278	S42663	UW_EPIC_1525
P25296	S40013	UNC_MOD0398
P25312	S17027	JHU_TSS_985_2747_1
P25335	S85830	UNC_MOD1123
P25365	S73998	UNC_MOD0117
P25446	S18616	JHU_TSS_441_1744_1
P25474	S42450	UNC_MOD0151
P25510	S62077	UNC_MOD1195
P25521	S51692	UW_EPIC_8332
P25531	S22822	JHU_TSS_1044_248_1
P25534	S32024	UNC_MOD0973
P25543	S36233	JHU_TSS_160_1213_1
P25566	S19732	UW_EPIC_341
P25595	S40181	UNC_MOD0887
P25602	S67556	UW_EPIC_35409
P25613	S98292	UNC_MOD1635
P25624	S24823	JHU_CFRD_110_10138_1
P25632	S36400	UW_EPIC_35177
P25634	S91953	UW_EPIC_2517
P25638	S39258	UW_EPIC_34748
P25649	S91053	UNC_MOD1735
P25654	S57162	UNC_MOD1928
P25657	S68937	JHU_TSS_107_86_1
P25698	S90420	UNC_MOD0187
P25700	S49832	JHU_TSS_588_1997_1
P25756	S72672	UW_EPIC_1647
P25776	S41738	JHU_TSS_687_2175_1
P25819	S89719	UNC_MOD1460
P25825	S43990	JHU_TSS_1014_2802_1
P25829	S21962	UW_EPIC_35081
P25849	S62966	JHU_TSS_697_2193_1
P25855	S94467	JHU_TSS_938_2656_1
P25856	S50502	UW_EPIC_12290
P25858	S28663	UW_EPIC_1619
P25863	S44194	JHU_TSS_141_1183_1
P25918	S98495	JHU_TSS_312_1478_1
P25923	S45223	UNC_MOD0673
P25938	S56369	JHU_TSS_738_2272_1
P25953	S58685	JHU_TSS_681_2165_1
P25968	S98985	JHU_TSS_937_2653_1
P25970	S78757	UW_EPIC_2365
P25981	S60166	JHU_CFRD_122_10150_1
P25984	S94158	JHU_TSS_522_1877_1
P26059	S28895	JHU_TSS_159_1210_1
P26099	S61251	JHU_TSS_364_1576_1
P26110	S49870	JHU_TSS_536_1902_1
P26120	S65717	UW_EPIC_1601
P26175	S48709	JHU_TSS_468_1776_1
P26179	S88371	UW_EPIC_2400
P26205	S64089	UNC_MOD0739
P26212	S45309	JHU_TSS_603_2027_1
P26213	S37064	UNC_MOD0436
P26227	S50506	JHU_TSS_782_2360_1
P26235	S93639	UNC_MOD2341
P26256	S70627	UW_EPIC_3753
P26264	S72970	UNC_MOD0248
P26285	S51251	UW_EPIC_170
P26301	S24028	UNC_MOD0193
P26350	S10526	UNC_MOD2733
P26378	S97201	JHU_TSS_242_1348_1
P26429	S83262	UNC_MOD1740
P26437	S67405	UNC_MOD0827
P26449	S99764	JHU_TSS_1012_2796_1
P26450	S81549	JHU_TSS_32_59_1
P26477	S76163	JHU_TSS_59_1043_1
P26487	S21116	JHU_TSS_892_2571_1
P26487	S69647	UW_EPIC_9265
P26504	S97232	UW_EPIC_416
P26507	S47966	UNC_MOD0544
P26542	S60025	UW_EPIC_1646
P26543	S40657	UW_EPIC_1997
P26555	S74807	JHU_TSS_170_1228_1
P26584	S36661	JHU_TSS_842_2477_1
P26596	S70797	UNC_MOD1262
P26602	S53298	JHU_TSS_1031_2840_1
P26618	S19321	UNC_MOD0271
P26621	S47112	UNC_MOD2255
P26622	S22012	JHU_TSS_893_2572_1
P26630	S66253	UNC_MOD0618
P26643	S29514	JHU_TSS_420_1680_1
P26648	S86740	UNC_MOD2571
P26663	S60187	JHU_TSS_435_172_1
P26664	S82308	UNC_MOD0222
P26674	S49288	UNC_MOD1191
P26706	S92903	UNC_MOD1288
P26711	S35204	UW_EPIC_2399
P26714	S44941	JHU_TSS_996_2770_1
P26751	S76977	JHU_TSS_507_1845_1
P26751	S43207	UW_EPIC_1627
P26794	S57420	UW_EPIC_2798
P26800	S95102	JHU_CFRD_332_10391_1
P26824	S18862	UNC_MOD0297
P26836	S52750	UNC_MOD0445
P26839	S22437	UNC_MOD1204
P26877	S86703	UNC_MOD1316
P26893	S48968	JHU_CFRD_291_10350_1
P26924	S96332	UNC_MOD2490
P26935	S73490	JHU_TSS_74_1071_1
P26943	S19719	UNC_MOD0478
P26959	S10014	UNC_MOD1773
P27003	S96912	JHU_TSS_627_2070_1
P27005	S51090	UW_EPIC_1595
P27020	S98873	UW_EPIC_34811
P27059	S18463	JHU_TSS_690_2183_1
P27068	S14636	UNC_MOD0902
P27084	S77273	UNC_MOD1762
P27099	S86223	UNC_MOD2262
P27126	S63804	UNC_MOD1481
P27217	S94208	UW_EPIC_13607
P27257	S80314	UW_EPIC_2256
P27261	S73607	UNC_MOD2732
P27269	S79348	UNC_MOD1695
P27294	S70540	UW_EPIC_2247
P27311	S13399	JHU_CFRD_3_10003_1
P27351	S99733	UW_EPIC_1496
P27359	S60615	UNC_MOD1079
P27404	S60897	UNC_MOD0199
P27410	S39054	UW_EPIC_3166
P27410	S95821	JHU_TSS_712_206_1
P27416	S54454	UNC_MOD2702
P27420	S69969	UW_EPIC_4136
P27475	S75408	UW_EPIC_2466
P27550	S54413	UNC_MOD1216
P27560	S41855	UW_EPIC_276
P27564	S27177	UNC_MOD0512
P27571	S65550	UNC_MOD2316
P27575	S90541	JHU_CFRD_539_10599_1
P27590	S12122	UW_EPIC_2930
P27635	S39442	UW_EPIC_1485
P27643	S51346	UW_EPIC_371
P27645	S69983	UW_EPIC_2607
P27654	S90632	UNC_MOD0149
P27655	S49889	UW_EPIC_4204
P27712	S51338	UW_EPIC_2037
P27716	S43783	JHU_TSS_510_1854_1
P27730	S92291	UNC_MOD0836
P27732	S87684	UNC_MOD0184
P27733	S75309	JHU_TSS_877_2542_1
P27739	S26745	UNC_MOD1705
P27747	S86947	JHU_TSS_727_2247_1
P27765	S74585	JHU_TSS_485_1805_1
P27768	S51319	JHU_TSS_657_2114_1
P27777	S38125	UNC_MOD0570
P27778	S27223	JHU_TSS_968_2726_1
P27805	S15756	UW_EPIC_3704
P27821	S20864	UNC_MOD1074
P27830	S69887	UNC_MOD0981
P27833	S39774	UW_EPIC_4142
P27839	S94325	JHU_TSS_581_1985_1
P27894	S10368	UNC_MOD1030
P27903	S62914	UW_EPIC_7686
P27908	S25702	JHU_TSS_976_236_1
P27914	S59342	UNC_MOD1579
P27946	S69863	UNC_MOD2731
P27957	S49566	UW_EPIC_34900
P27958	S77111	JHU_TSS_771_2340_1
P27967	S78173	JHU_TSS_222_128_1
P27983	S26469	UW_EPIC_34732
P28037	S52936	UNC_MOD0647
P28044	S74132	UNC_MOD1477
P28046	S26007	JHU_TSS_138_1177_1
P28051	S68530	UNC_CFLD5035
P28082	S88796	UNC_MOD0278
P28085	S74594	JHU_TSS_560_2097_1
P28114	S65817	UW_EPIC_14857
P28157	S35241	JHU_TSS_389_1618_1
P28158	S32252	UNC_MOD1188
P28167	S63753	UW_EPIC_2219
P28176	S76966	JHU_TSS_784_2366_1
P28180	S89411	UNC_MOD1752
P28250	S80512	UNC_CFLD1002
P28254	S30903	UNC_MOD1943
P28273	S53053	UW_EPIC_2644
P28299	S86271	UW_EPIC_35186
P28304	S95908	UNC_MOD1053
P28314	S26444	JHU_TSS_56_1328_1
P28342	S36629	JHU_TSS_516_184_1
P28367	S10250	UNC_MOD0954
P28380	S97885	UNC_MOD0031
P28381	S52506	JHU_TSS_942_2663_1
P28402	S73812	JHU_TSS_800_2395_1
P28408	S16626	UNC_MOD2271
P28476	S39944	JHU_CFRD_466_10526_1
P28478	S73664	JHU_CFRD_473_10533_1
P28480	S19663	UNC_MOD0708
P28481	S85151	UNC_MOD0901
P28502	S38671	JHU_TSS_1040_244_1
P28509	S48797	JHU_TSS_378_1601_1
P28521	S14999	UNC_MOD0880
P28522	S51879	UNC_MOD2300
P28568	S14932	UNC_MOD1039
P28571	S35896	JHU_TSS_518_1946_1
P28573	S52567	UW_EPIC_2192
P28617	S20688	JHU_TSS_98_1117_1
P28622	S71420	JHU_TSS_450_1743_1
P28625	S29285	UW_EPIC_1984
P28665	S14142	UNC_MOD0702
P28671	S14407	UW_EPIC_3619
P28721	S90618	UW_EPIC_6477
P28755	S85655	UNC_MOD1970
P28761	S95012	UW_EPIC_34825
P28844	S53270	JHU_TSS_198_1268_1
P28847	S93456	UNC_MOD1396
P28854	S89501	JHU_TSS_343_1540_1
P28870	S45703	JHU_TSS_181_1785_1
P28876	S19117	UW_EPIC_244_1
P28885	S20902	UNC_MOD1856
P28922	S74473	JHU_TSS_67_1059_1
P28923	S61610	JHU_TSS_653_2106_1
P28928	S67053	JHU_TSS_602_2023_1
P28941	S80910	JHU_CFRD_156_10196_1
P28953	S57875	JHU_TSS_691_2184_1
P28967	S73536	JHU_TSS_444_1730_1
P28970	S57610	UW_EPIC_3405
P28997	S97756	UNC_MOD1485
P29008	S46021	UNC_MOD0219
P29025	S29438	JHU_CFRD_107_10135_1
P29026	S75593	JHU_TSS_249_1359_1
P29027	S32567	JHU_TSS_863_2514_1
P29030	S71541	UW_EPIC_2007
P29034	S56096	UW_EPIC_35435
P29058	S35603	JHU_TSS_458_1753_1
P29072	S53682	JHU_TSS_38_64_1
P29096	S48318	JHU_TSS_342_1538_1
P29099	S69730	UNC_MOD0972
P29101	S68469	UW_EPIC_3004
P29134	S57968	JHU_TSS_897_2580_1
P29205	S82789	JHU_TSS_561_1949_1
P29216	S94479	UNC_MOD1512
P29240	S48831	JHU_TSS_641_2206_1
P29258	S40285	UNC_MOD1702
P29258	S94644	UNC_MOD2314
P29284	S49565	JHU_TSS_480_1798_1
P29325	S52341	JHU_TSS_1023_2835_1
P29335	S22972	UW_EPIC_2006
P29337	S68672	UW_EPIC_5806
P29341	S51139	UW_EPIC_1629
P29355	S59167	UW_EPIC_2325
P29356	S10895	JHU_TSS_387_1623_1
P29367	S56560	JHU_TSS_463_1765_1
P29369	S32827	UNC_MOD1299
P29378	S56953	UW_EPIC_367
P29392	S94721	UNC_MOD1423
P29395	S21360	JHU_TSS_396_1636_1
P29428	S76643	UW_EPIC_1873
P29457	S97899	UW_EPIC_3349
P29458	S26932	UW_EPIC_3240
P29461	S54099	UNC_MOD0657
P29464	S73823	JHU_TSS_752_2296_1
P29528	S62574	UW_EPIC_2124_2
P29558	S37086	JHU_TSS_866_2519_1
P29559	S29096	UNC_MOD1279
P29597	S97216	UW_EPIC_3599
P29614	S80339	JHU_TSS_136_1173_1
P29618	S72445	JHU_TSS_112_1140_1
P29621	S94347	JHU_TSS_678_2160_1
P29622	S89767	UW_EPIC_13992
P29642	S61198	UW_EPIC_2594
P29661	S82176	JHU_TSS_965_2848_1
P29674	S81935	UNC_MOD0260
P29675	S80753	UW_EPIC_35779
P29677	S81826	UW_EPIC_190
P29685	S41420	UNC_MOD0141
P29687	S70700	UW_EPIC_1526
P29716	S53655	UNC_MOD0757
P29738	S81322	UW_EPIC_2445
P29741	S74297	UNC_MOD2538
P29767	S47187	UW_EPIC_356
P29779	S86974	UW_EPIC_3660
P29809	S34873	JHU_TSS_76_1078_1
P29828	S54961	UW_EPIC_1677
P29834	S22075	UW_EPIC_3724
P29862	S56767	JHU_TSS_956_2693_1
P29936	S97980	UW_EPIC_2960
P29961	S30225	JHU_TSS_757_2308_1
P29995	S69991	UNC_CFLD1106
P30006	S55457	JHU_TSS_955_2691_1
P30034	S57905	UNC_MOD0122
P30039	S33786	UW_EPIC_1585
P30051	S69319	UW_EPIC_3578
P30077	S52013	JHU_TSS_102_83_1
P30080	S21391	UW_EPIC_35189
P30082	S59135	UNC_MOD1451
P30085	S77375	UW_EPIC_6110
P30103	S11133	UW_EPIC_1963
P30110	S92450	UW_EPIC_110
P30140	S90303	UW_EPIC_2989
P30152	S48743	UW_EPIC_342
P30165	S98713	UW_EPIC_3332
P30196	S72691	UW_EPIC_13980
P30201	S47203	UW_EPIC_2620
P30248	S44718	UW_EPIC_1574
P30267	S15067	JHU_TSS_318_1491_1
P30270	S38199	UNC_MOD0776
P30298	S62839	UW_EPIC_1983
P30322	S90179	UW_EPIC_2126
P30323	S96587	UW_EPIC_3659_1
P30338	S46253	JHU_TSS_212_1295_1
P30344	S32597	JHU_TSS_172_1229_1
P30364	S45484	UW_EPIC_2581
P30382	S24110	UNC_MOD1869
P30392	S18088	UW_EPIC_35178
P30400	S28936	UNC_MOD0939
P30408	S39256	UNC_MOD0102
P30415	S39880	JHU_CFRD_287_10346_1
P30418	S93498	UNC_MOD0586
P30419	S23315	UNC_MOD1455
P30442	S61181	UNC_MOD0341
P30445	S85633	JHU_CFRD_280_10339_1
P30468	S87701	UW_EPIC_35187
P30504	S21632	JHU_TSS_523_1879_1
P30505	S38266	JHU_TSS_88_1103_1
P30533	S92770	UW_EPIC_1960
P30540	S77430	UW_EPIC_271
P30557	S38316	UW_EPIC_4458
P30565	S81844	JHU_TSS_963_2740_1
P30586	S25748	JHU_TSS_159_1212_1
P30597	S41112	UNC_CFLD9929
P30619	S74453	JHU_TSS_545_189_1
P30627	S19933	UW_EPIC_3881
P30634	S48234	UW_EPIC_212
P30635	S44238	UW_EPIC_2115
P30639	S27733	JHU_TSS_219_2593_1
P30645	S97043	JHU_TSS_528_1889_1
P30671	S14133	UW_EPIC_161
P30672	S10626	UW_EPIC_189
P30684	S19884	UNC_MOD1406
P30687	S75911	UNC_MOD1325
P30737	S52364	UNC_MOD0321
P30743	S47699	JHU_CFRD_251_10310_1
P30764	S13636	UW_EPIC_3898
P30785	S66967	UW_EPIC_1998
P30790	S12250	UNC_MOD0105
P30806	S26087	UW_EPIC_5805
P30809	S74625	JHU_TSS_1036_2853_1
P30818	S83646	UW_EPIC_2375
P30836	S16915	UW_EPIC_1673_1
P30846	S22144	JHU_TSS_323_151_1
P30851	S94549	UW_EPIC_2103
P30853	S62996	JHU_TSS_413_1665_1
P30866	S82230	UNC_MOD1136
P30940	S41227	UW_EPIC_4189
P30945	S21815	JHU_TSS_376_1597_1
P31030	S27751	UNC_MOD1366
P31077	S82078	JHU_TSS_295_1446_1
P31080	S34503	JHU_TSS_334_1524_1
P31086	S76825	JHU_TSS_1024_2821_1
P31111	S66672	UNC_MOD0587
P31152	S63888	UNC_MOD0762
P31162	S52873	UNC_MOD0143
P31205	S77385	JHU_CFRD_209_10263_1
P31217	S22486	UNC_MOD0920
P31255	S24171	UNC_MOD0100
P31258	S66373	UNC_MOD0200
P31273	S35206	UNC_MOD0837
P31309	S59395	JHU_TSS_134_1170_1
P31349	S16537	UW_EPIC_2066
P31358	S41523	JHU_TSS_794_2384_1
P31360	S67942	UW_EPIC_157
P31402	S98180	UNC_MOD1638
P31406	S95929	UW_EPIC_12677
P31434	S21120	UNC_MOD0218
P31443	S26067	UW_EPIC_1995
P31452	S90078	JHU_TSS_575_1974_1
P31463	S55050	UW_EPIC_4193
P31473	S68346	UW_EPIC_1535_1
P31498	S70351	UNC_MOD2064
P31513	S35785	JHU_TSS_1021_2816_1
P31530	S90101	UNC_MOD0484
P31537	S45263	UW_EPIC_12795
P31545	S76061	JHU_TSS_371_160_1
P31561	S82244	JHU_TSS_404_1700_1
P31575	S90780	JHU_TSS_85_1094_1
P31622	S28343	JHU_TSS_795_2539_1
P31627	S90893	UNC_MOD1302
P31660	S39726	UNC_MOD2481
P31663	S88298	UNC_MOD1411
P31675	S53263	UW_EPIC_4245
P31679	S73283	JHU_TSS_851_2501_1
P31683	S96475	JHU_TSS_788_2372_1
P31684	S15881	UNC_MOD1649
P31689	S76852	UNC_MOD1791
P31690	S74469	UW_EPIC_124
P31692	S37461	JHU_TSS_864_2520_1
P31692	S61913	UNC_MOD2311
P31699	S43468	JHU_TSS_667_2139_1
P31734	S69636	JHU_TSS_655_2110_1
P31746	S44798	JHU_TSS_159_1211_1
P31752	S83754	UW_EPIC_169
P31763	S25909	UW_EPIC_1669
P31772	S49300	JHU_TSS_125_1154_1
P31776	S57646	UNC_CFLD9931
P31813	S27653	UNC_MOD1093
P31861	S75132	UW_EPIC_2409
P31877	S34631	UNC_MOD1434
P31931	S56365	UW_EPIC_5828
P31940	S74808	UNC_MOD2734
P32022	S49212	UW_EPIC_3594
P32054	S14913	UNC_CFLD9909
P32065	S60867	UNC_MOD1888
P32066	S97092	JHU_TSS_286_1430_1
P32069	S26848	UNC_MOD2742
P32075	S17432	JHU_TSS_254_1509_1
P32101	S32601	UW_EPIC_35213
P32112	S49814	JHU_TSS_125_1153_1
P32126	S60428	JHU_CFRD_259_10318_1
P32128	S77816	UW_EPIC_2465
P32133	S82138	UW_EPIC_12289
P32134	S28502	JHU_TSS_347_1630_1
P32134	S45870	UNC_MOD1311
P32140	S27231	JHU_TSS_239_137_1
P32184	S29388	UW_EPIC_14082
P32199	S53939	UNC_MOD2548
P32221	S99667	UW_EPIC_266
P32232	S83745	UNC_MOD0421
P32238	S24669	UNC_MOD1727
P32281	S35369	UW_EPIC_188
P32295	S88266	UNC_MOD1670
P32306	S97431	UNC_MOD1690
P32337	S76431	UNC_MOD0325
P32341	S51097	UW_EPIC_2672
P32362	S63012	JHU_TSS_154_1204_1
P32406	S39141	UNC_MOD1621
P32422	S13620	UNC_MOD0979
P32459	S74776	UNC_MOD0733
P32492	S67491	UW_EPIC_4113
P32502	S84963	JHU_TSS_895_230_1
P32524	S38861	UW_EPIC_1497
P32557	S20156	UW_EPIC_2642
P32564	S11427	JHU_TSS_328_1510_1
P32583	S14978	UNC_MOD1219
P32620	S43032	JHU_TSS_1038_2857_1
P32653	S51829	UW_EPIC_3862
P32705	S28941	JHU_TSS_230_1412_1
P32743	S71256	JHU_TSS_187_1248_1
P32747	S23582	UNC_MOD1548
P32761	S18883	UNC_MOD1813
P32788	S27300	UW_EPIC_9248
P32792	S87242	JHU_TSS_471_1780_1
P32800	S77102	JHU_TSS_966_2775_1
P32879	S24574	UNC_MOD1765
P32935	S28667	UNC_MOD1420
P32966	S67629	UW_EPIC_4716
P32973	S94630	UW_EPIC_2186
P32985	S13529	UW_EPIC_3901
P32985	S95050	JHU_TSS_724_2243_1
P32985	S93225	UNC_MOD2220
P33001	S64174	UNC_MOD1115
P33013	S88065	JHU_TSS_5_9_1
P33017	S14502	UW_EPIC_3585
P33018	S32222	UNC_MOD0520
P33032	S45956	UNC_MOD0624
P33035	S58665	UW_EPIC_3302
P33042	S31376	UNC_MOD0128
P33052	S96490	JHU_TSS_924_2689_1
P33064	S73572	JHU_TSS_933_2642_1
P33081	S54281	UNC_MOD0611
P33103	S32461	JHU_TSS_538_1906_1
P33113	S17274	JHU_TSS_857_2503_1
P33124	S71126	UNC_MOD0095
P33128	S82196	UNC_CFLD8004
P33141	S19958	JHU_TSS_947_2674_1
P33151	S17118	JHU_TSS_51_1032_1
P33163	S54509	UNC_MOD2669
P33199	S78949	UNC_MOD0298
P33218	S34265	UNC_MOD1714
P33256	S70512	UNC_MOD1951
P33274	S88836	JHU_TSS_494_1860_1
P33282	S90323	UNC_MOD0993
P33299	S40909	UW_EPIC_2820
P33350	S80313	JHU_TSS_909_2604_1
P33359	S61866	JHU_TSS_451_176_1
P33360	S44889	UNC_MOD2188
P33364	S91435	UW_EPIC_238
