pid	sid	vcf_id
P45572	S55251	UW_EPIC_131
P45596	S29667	UW_EPIC_2140
P45616	S56737	UW_EPIC_2919
P45621	S90638	UNC_MOD2714
P45628	S74401	UW_EPIC_12149
P45671	S97202	UNC_MOD0456
P45672	S21741	UW_EPIC_3813
P45673	S10377	UW_EPIC_1005
P45686	S65459	JHU_TSS_226_1320_1
P45693	S26778	UNC_MOD1143
P45736	S86712	UW_EPIC_3621
P45738	S16437	UNC_MOD1831
P45739	S40199	UW_EPIC_3662
P45745	S36984	UNC_MOD2272
P45758	S16158	UNC_MOD1505
P45766	S88763	JHU_TSS_535_1901_1
P45775	S25936	JHU_TSS_531_1894_1
P45778	S14995	UNC_MOD0832
P45823	S47004	UNC_MOD2196
P45831	S20647	UNC_MOD0612
P45838	S69399	JHU_TSS_847_2495_1
P45848	S34582	JHU_TSS_522_1878_1
P45849	S65710	JHU_TSS_865_221_1
P45867	S32847	JHU_TSS_245_1351_1
P45877	S89797	UNC_CFLD1173
P45880	S26609	UNC_MOD2736
P45920	S28932	JHU_TSS_192_1256_1
P45922	S88459	JHU_TSS_729_2252_1
P45952	S86520	JHU_TSS_840_2472_1
P45968	S97571	JHU_TSS_734_2261_1
P45970	S26818	JHU_TSS_501_1834_1
P46013	S59096	JHU_TSS_567_1958_1
P46018	S42595	UNC_MOD1780
P46024	S43366	UNC_MOD0703
P46041	S76750	JHU_TSS_58_1046_1
P46045	S69285	UW_EPIC_127
P46048	S13887	UNC_MOD0390
P46061	S57645	UW_EPIC_2088
P46091	S21363	UNC_MOD1708
P46104	S82037	UW_EPIC_196
P46123	S97226	JHU_TSS_811_2414_1
P46138	S60752	JHU_TSS_341_1536_1
P46156	S37654	UW_EPIC_2274
P46177	S29661	JHU_TSS_656_2112_1
P46214	S18980	UW_EPIC_10235
P46220	S47787	UNC_MOD0756
P46225	S17995	UW_EPIC_2174
P46237	S17534	UNC_MOD0691
P46242	S45345	UW_EPIC_1941
P46255	S30985	UNC_MOD1006
P46259	S23089	UNC_MOD0859
P46269	S58826	JHU_TSS_437_1715_1
P46274	S30646	JHU_TSS_189_119_1
P46275	S18969	UW_EPIC_9216
P46292	S30811	JHU_CFRD_541_10601_1
P46292	S56467	UNC_MOD0839
P46323	S14529	JHU_TSS_976_235_1
P46337	S43037	UNC_MOD1721
P46340	S15954	UW_EPIC_2017
P46352	S51765	UW_EPIC_2800
P46367	S14617	UNC_MOD1247
P46372	S32606	UNC_MOD0616
P46374	S71840	JHU_TSS_1019_2819_1
P46400	S63711	JHU_TSS_665_2133_1
P46410	S51524	UNC_MOD1619
P46435	S33440	UNC_MOD0424
P46436	S93583	UW_EPIC_3376
P46437	S10154	UNC_MOD0687
P46438	S44587	UW_EPIC_2492_1
P46447	S59677	JHU_TSS_191_1254_1
P46464	S58991	JHU_TSS_832_2447_1
P46466	S77722	UNC_MOD0035
P46473	S96135	UW_EPIC_167
P46483	S96574	UW_EPIC_230
P46490	S80015	JHU_TSS_464_1768_1
P46499	S21421	UNC_MOD0985
P46552	S24143	UNC_MOD1804
P46575	S50409	UW_EPIC_3348
P46597	S64959	UNC_MOD1877
P46601	S87908	JHU_TSS_264_1425_1
P46611	S30076	JHU_TSS_502_1837_1
P46627	S88389	JHU_TSS_1039_2861_1
P46655	S90187	JHU_TSS_437_1716_1
P46676	S51154	UNC_MOD0214
P46688	S89398	UNC_MOD0658
P46698	S20851	JHU_TSS_680_2196_1
P46713	S35827	JHU_TSS_1017_2808_1
P46721	S59266	UNC_MOD2645
P46761	S43699	JHU_TSS_93_75_1
P46775	S81576	JHU_TSS_344_1543_1
P46796	S50830	JHU_TSS_559_190_1
P46810	S57638	UNC_MOD2385
P46834	S50783	UW_EPIC_1731
P46843	S33511	JHU_TSS_450_1742_1
P46845	S52522	JHU_TSS_886_2557_1
P46852	S46529	UNC_MOD2101
P46853	S25469	UW_EPIC_3469
P46865	S55659	JHU_TSS_714_2305_1
P46871	S65641	UNC_MOD0955
P46881	S87754	UNC_MOD1833
P46900	S29740	JHU_TSS_397_1637_1
P46981	S35534	UW_EPIC_3643
P46990	S35065	UNC_MOD0282
P46997	S66400	JHU_TSS_908_2596_1
P46999	S66625	UW_EPIC_2321
P47044	S29392	UW_EPIC_2993
P47045	S86448	UW_EPIC_1703
P47070	S75984	UW_EPIC_1511
P47092	S30450	UNC_MOD1654
P47094	S85792	JHU_TSS_1031_2841_1
P47105	S64632	JHU_TSS_122_97_1
P47117	S12803	UW_EPIC_3595
P47123	S21057	JHU_CFRD_275_10334_1
P47126	S72464	JHU_TSS_108_1129_1
P47132	S67847	UW_EPIC_1700
P47172	S65884	UW_EPIC_35222
P47224	S31311	UNC_MOD1666
P47272	S10230	UW_EPIC_269
P47284	S49790	UNC_MOD0382
P47289	S54804	UNC_MOD0181
P47319	S38767	UW_EPIC_2854
P47320	S15219	UNC_MOD2398
P47327	S59009	UNC_MOD1569
P47345	S99488	UNC_MOD0358
P47346	S70096	UNC_MOD1294
P47382	S44570	UNC_MOD2209
P47383	S11513	UNC_MOD1282
P47406	S83889	JHU_TSS_597_2013_1
P47409	S65235	UNC_MOD0605
P47431	S42339	UW_EPIC_339
P47433	S72690	JHU_TSS_150_102_1
P47438	S26554	UNC_MOD1350
P47452	S40990	UNC_MOD0511
P47456	S93603	JHU_TSS_940_2660_1
P47464	S63615	JHU_TSS_563_1950_1
P47469	S18020	UNC_MOD0754
P47472	S23720	JHU_TSS_97_1114_1
P47477	S29155	UW_EPIC_3475
P47491	S74300	JHU_TSS_224_1493_1
P47590	S20305	JHU_TSS_866_2518_1
P47606	S68757	JHU_TSS_880_224_1
P47619	S16088	JHU_TSS_401_1645_1
P47634	S90152	UW_EPIC_3364
P47644	S54501	JHU_TSS_534_2345_1
P47652	S81198	JHU_TSS_1027_2831_1
P47658	S41128	UW_EPIC_3577
P47661	S75797	JHU_TSS_151_1199_1
P47672	S29735	JHU_TSS_958_2696_1
P47697	S97658	JHU_CFRD_113_10141_1
P47707	S92308	UNC_CFLD3369
P47712	S72921	UNC_MOD0326
P47731	S30977	JHU_TSS_988_2753_1
P47789	S91318	JHU_CFRD_111_10139_1
P47807	S53409	JHU_TSS_624_2362_1
P47808	S49638	JHU_TSS_576_1976_1
P47811	S10707	JHU_TSS_360_1569_1
P47821	S57690	UW_EPIC_279
P47864	S14003	UW_EPIC_201
P47875	S38960	JHU_TSS_190_1252_1
P47885	S16669	UNC_MOD2457
P47919	S37726	UW_EPIC_2434
P47933	S22177	UW_EPIC_2643
P47941	S69039	UW_EPIC_14831
P47959	S90624	UW_EPIC_368
P47962	S24314	UW_EPIC_2936
P47984	S95305	UNC_MOD0959
P48007	S33282	UNC_MOD2456
P48070	S17416	UNC_MOD0580
P48076	S73646	JHU_TSS_72_1067_1
P48094	S91501	UNC_MOD2211
P48108	S28963	JHU_TSS_211_1292_1
P48116	S91598	UW_EPIC_3092
P48141	S59967	UNC_MOD1882
P48146	S26857	UW_EPIC_102
P48160	S84686	JHU_TSS_952_2710_1
P48161	S97463	UNC_MOD2212
P48166	S27477	JHU_TSS_29_2473_1
P48171	S51914	UW_EPIC_2749
P48184	S73006	UW_EPIC_2464
P48219	S28490	UNC_MOD0437
P48241	S67894	JHU_TSS_30_55_1
P48245	S49603	UW_EPIC_3814
P48272	S84140	JHU_TSS_942_2671_1
P48275	S70626	UNC_MOD1333
P48289	S31298	UW_EPIC_2293
P48291	S18221	UW_EPIC_2448
P48299	S51653	JHU_BL_10_1
P48319	S29459	JHU_TSS_975_2727_1
P48392	S76611	UNC_MOD1227
P48410	S68772	JHU_CFRD_519_10579_1
P48420	S21453	JHU_TSS_418_1811_1
P48448	S89977	UW_EPIC_35789
P48481	S19399	JHU_CFRD_268_10327_1
P48484	S75941	JHU_TSS_878_2546_1
P48489	S48975	JHU_TSS_427_1694_1
P48552	S82850	UNC_MOD1710
P48564	S54517	JHU_TSS_858_2504_1
P48565	S14267	UW_EPIC_235
P48571	S34688	UNC_MOD0009
P48599	S51777	UNC_MOD1354
P48612	S97908	JHU_TSS_369_1585_1
P48622	S33472	UW_EPIC_3233
P48622	S34697	UNC_MOD1698
P48626	S53061	UW_EPIC_4211_1
P48628	S65802	UW_EPIC_3873
P48635	S71751	JHU_TSS_505_1842_1
P48647	S76352	UNC_MOD0903
P48661	S16308	UW_EPIC_1612
P48687	S57038	UNC_MOD0830
P48692	S96273	UNC_MOD0890
P48759	S28933	JHU_TSS_627_2126_1
P48777	S67172	UNC_MOD1497
P48781	S70866	UW_EPIC_10657
P48833	S69997	UW_EPIC_1653
P48836	S10696	UNC_MOD0050
P48845	S39186	UNC_MOD1927
P48848	S51437	UW_EPIC_425
P48867	S37241	JHU_TSS_365_1577_1
P48910	S31731	JHU_TSS_443_1729_1
P48967	S73647	UW_EPIC_1690
P48977	S57023	JHU_TSS_753_2299_1
P48984	S53544	UW_EPIC_2775
P49002	S77404	UNC_MOD1351
P49016	S92623	JHU_TSS_179_1239_1
P49017	S62863	UNC_MOD0296
P49037	S58571	UW_EPIC_1645
P49060	S22864	JHU_TSS_948_2677_1
P49066	S37947	UNC_MOD0889
P49069	S66082	JHU_TSS_760_2316_1
P49073	S85054	UW_EPIC_4718
P49077	S47484	UW_EPIC_402
P49110	S48412	UNC_MOD0723
P49114	S56324	UNC_MOD2657
P49139	S36148	UNC_MOD1401
P49159	S77559	UW_EPIC_3684
P49204	S29085	JHU_TSS_600_2020_1
P49245	S18467	UNC_MOD1595
P49248	S66214	UW_EPIC_34785
P49257	S44221	UNC_CFLD1152
P49284	S58618	UW_EPIC_2101
P49297	S18182	JHU_TSS_71_1065_1
P49304	S52149	JHU_TSS_659_2119_1
P49316	S79307	UW_EPIC_2617
P49332	S70466	JHU_TSS_575_1973_1
P49333	S69214	UW_EPIC_3248
P49334	S58067	JHU_TSS_104_1124_1
P49339	S22240	UW_EPIC_155
P49384	S54391	JHU_TSS_224_1319_1
P49442	S43650	UNC_CFLD1835
P49443	S42314	UW_EPIC_7191
P49448	S45269	JHU_TSS_1002_2774_1
P49470	S12760	UW_EPIC_2491
P49484	S63084	UW_EPIC_3723
P49487	S54323	UW_EPIC_2574
P49513	S43204	JHU_TSS_761_2318_1
P49515	S40854	JHU_TSS_750_2293_1
P49534	S61833	JHU_TSS_1020_2813_1
P49546	S53944	JHU_TSS_77_1079_1
P49559	S14129	UNC_MOD0029
P49580	S53493	UW_EPIC_2102
P49616	S35816	JHU_TSS_748_2290_1
P49663	S17498	JHU_TSS_663_201_1
P49702	S43752	UNC_MOD1728
P49730	S43764	UW_EPIC_1692
P49809	S33750	JHU_TSS_972_2717_1
P49818	S84848	UW_EPIC_2582
P49835	S80100	UW_EPIC_2284
P49846	S82110	UW_EPIC_2845
P49858	S76857	UNC_MOD0168
P49874	S47768	UW_EPIC_3473
P49901	S42494	UW_EPIC_35168
P49912	S18703	UNC_MOD0039
P49934	S63506	UW_EPIC_3685_1
P49938	S99060	UW_EPIC_202
P49985	S95792	UW_EPIC_256
P50007	S54763	UW_EPIC_7217
P50026	S66916	UNC_MOD0925
P50027	S87931	JHU_TSS_820_2451_1
P50054	S78119	UNC_MOD1946
P50065	S47106	UW_EPIC_2928
P50073	S82327	UW_EPIC_9939
P50081	S54566	UW_EPIC_7216
P50085	S42179	UNC_MOD0984
P50108	S76657	JHU_TSS_727_2248_1
P50122	S58186	JHU_BL_06_1
P50138	S55853	JHU_TSS_22_43_1
P50144	S18368	UNC_MOD0152
P50162	S18086	UW_EPIC_2184
P50163	S47764	JHU_TSS_244_1378_1
P50188	S32238	UW_EPIC_2462
P50198	S23052	JHU_TSS_452_1745_1
P50201	S49286	JHU_CFRD_244_10303_1
P50220	S89832	JHU_TSS_526_186_1
P50233	S19309	UNC_MOD0535
P50278	S15072	UNC_MOD0801
P50287	S25874	UNC_MOD1557
P50292	S68303	UNC_MOD1739
P50299	S29751	JHU_TSS_890_2568_1
P50302	S50080	UNC_MOD1803
P50374	S12878	UNC_MOD1664
P50379	S35610	JHU_TSS_442_2045_1
P50388	S98703	JHU_TSS_351_1552_1
P50400	S11266	JHU_TSS_968_2711_1
P50403	S23769	JHU_TSS_343_1541_1
P50460	S75208	UNC_MOD0758
P50465	S41785	UNC_MOD0777
P50469	S77567	UW_EPIC_35227
P50472	S74801	JHU_TSS_567_1955_1
P50493	S47317	UNC_MOD1066
P50504	S44286	JHU_CFRD_334_10394_1
P50522	S30621	UW_EPIC_4331
P50538	S84670	JHU_TSS_316_1488_1
P50548	S37398	UW_EPIC_3899
P50560	S39797	UW_EPIC_2106
P50574	S33891	UNC_MOD1932
P50576	S17477	UW_EPIC_2410
P50588	S57035	JHU_TSS_455_2332_1
P50589	S20766	JHU_CFRD_304_10363_1
P50593	S47545	UNC_MOD1445
P50615	S50672	JHU_TSS_875_2536_1
P50668	S69751	UNC_MOD1941
P50670	S18690	JHU_TSS_364_1583_1
P50675	S44133	UNC_MOD1796
P50678	S82051	JHU_TSS_579_1980_1
P50716	S51321	UNC_MOD1536
P50726	S86956	JHU_TSS_135_99_1
P50752	S53943	UW_EPIC_3231
P50759	S12902	UNC_MOD0652
P50766	S18109	JHU_TSS_593_2005_1
P50790	S47364	JHU_TSS_17_31_1
P50794	S51164	JHU_TSS_608_2037_1
P50805	S47327	JHU_TSS_72_1068_1
P50807	S36064	UNC_MOD1377
P50860	S39166	UNC_MOD1286
P50864	S97563	UNC_MOD0375
P50874	S86755	UNC_MOD0070
P50903	S34110	UNC_MOD1410
P50948	S40890	UNC_MOD1922
P50993	S38927	JHU_CFRD_359_10419_1
P51021	S12072	JHU_TSS_999_2776_1
P51042	S45909	UW_EPIC_3379
P51049	S41776	UNC_MOD0108
P51062	S48498	UW_EPIC_3152
P51109	S82597	UNC_MOD1274
P51141	S10993	UW_EPIC_2287
P51146	S50144	UW_EPIC_419
P51155	S37571	UNC_MOD1439
P51179	S92661	UNC_MOD2091
P51218	S81106	UW_EPIC_204
P51219	S79423	UNC_MOD1224
P51304	S47472	UW_EPIC_4145
P51307	S73783	JHU_CFRD_399_10459_1
P51379	S30711	JHU_TSS_1030_2838_1
P51400	S63023	JHU_TSS_203_1277_1
P51409	S54916	UNC_MOD1183
P51430	S75302	UNC_MOD1979
P51467	S60175	UNC_MOD1764
P51518	S30713	JHU_BL_04_1
P51525	S44371	JHU_TSS_976_2731_1
P51533	S21032	UNC_MOD0742
P51545	S95704	JHU_TSS_408_1656_1
P51547	S44486	JHU_TSS_844_2502_1
P51560	S96405	UW_EPIC_3365
P51563	S62398	UW_EPIC_2360
P51601	S16743	UNC_MOD1748
P51617	S45287	UNC_MOD2635
P51637	S66584	JHU_TSS_321_1499_1
P51653	S44819	JHU_TSS_658_2118_1
P51682	S41405	UW_EPIC_1522
P51696	S20684	UNC_MOD1553
P51754	S74191	JHU_TSS_18_32_1
P51756	S73813	UW_EPIC_5829
P51838	S67378	JHU_TSS_885_226_1
P51846	S53589	UNC_MOD1550
P51868	S11026	JHU_TSS_1023_2829_1
P51922	S51169	UW_EPIC_3097
P51928	S69234	UNC_MOD0340
P52041	S22600	UW_EPIC_1558
P52055	S60709	UNC_MOD1915
P52071	S83249	UNC_MOD0631
P52078	S27500	UNC_MOD2655
P52090	S13418	UNC_MOD0651
P52125	S53933	UW_EPIC_765
P52133	S12028	JHU_TSS_1017_2809_1
P52184	S15761	UNC_MOD2685
P52216	S70408	JHU_TSS_293_1444_1
P52231	S98532	UNC_MOD1852
P52266	S86759	UW_EPIC_3407
P52286	S12931	UW_EPIC_3573
P52287	S79874	JHU_TSS_160_1427_1
P52295	S32008	UW_EPIC_4220
P52322	S41520	JHU_TSS_17_30_1
P52334	S64809	JHU_TSS_8_16_1
P52347	S30410	UW_EPIC_2493
P52348	S46306	UNC_MOD0542
P52385	S61983	UNC_MOD1577
P52395	S88005	UW_EPIC_2670
P52409	S15932	UW_EPIC_231
P52448	S64378	JHU_TSS_217_1303_1
P52460	S49205	UNC_MOD1391
P52463	S41485	JHU_TSS_757_2307_1
P52507	S64034	JHU_TSS_545_188_1_A
P52513	S32695	JHU_TSS_83_1090_1
P52521	S79009	UNC_MOD1353
P52528	S86157	UW_EPIC_182
P52591	S38837	UW_EPIC_2306
P52626	S46362	UW_EPIC_1885
P52630	S93235	JHU_TSS_737_2270_1
P52635	S99594	UNC_MOD2706
P52656	S55478	JHU_TSS_166_1221_1
P52668	S65801	UW_EPIC_397
P52671	S59160	UNC_MOD1223
P52681	S95728	JHU_TSS_573_1972_1
P52690	S50009	UW_EPIC_2322
P52702	S22547	UW_EPIC_35179
P52704	S98232	UNC_MOD1547
P52719	S55389	JHU_TSS_551_1928_1
P52738	S76516	UNC_MOD1675
P52790	S23778	JHU_TSS_68_1062_1
P52818	S46146	JHU_TSS_401_1646_1
P52820	S99580	JHU_TSS_302_1458_1
P52835	S70017	JHU_TSS_185_1245_1
P52857	S55388	JHU_TSS_174_1233_1
P52865	S51218	UNC_MOD2169
P52871	S93300	UNC_MOD2282
P52878	S29786	UNC_MOD1968
P52881	S58977	UNC_MOD0966
P52892	S27611	JHU_TSS_140_1182_1
P52902	S95079	UW_EPIC_134
P52920	S59823	UW_EPIC_270
P52933	S20225	UNC_MOD1116
P52945	S18295	UNC_MOD1857
P52973	S79517	UW_EPIC_1481
P52992	S29167	JHU_TSS_828_2439_1
P53059	S10934	UNC_MOD1581
P53065	S37984	UW_EPIC_3816
P53114	S83996	UNC_MOD1404
P53122	S97338	UNC_MOD1692
P53133	S97333	JHU_TSS_332_1520_1
P53133	S67972	JHU_TSS_333_1522_1
P53136	S61201	UNC_MOD1253
P53184	S43315	JHU_TSS_86_1096_1
P53185	S61258	JHU_CFRD_435_10495_1
P53203	S56144	JHU_TSS_164_1684_1
P53212	S67299	JHU_TSS_706_2210_1
P53216	S59442	UW_EPIC_139
P53228	S98121	JHU_TSS_810_2411_1
P53238	S13681	UNC_MOD1674
P53244	S90378	UNC_MOD2226
P53287	S24302	UNC_MOD0671
P53329	S90557	UNC_MOD1111
P53330	S23511	JHU_TSS_416_1671_1
P53349	S82887	UNC_MOD1775
P53354	S98735	JHU_TSS_809_222_1
P53394	S10252	JHU_TSS_327_1507_1
P53426	S10501	UNC_MOD2641
P53432	S60029	JHU_TSS_1013_2800_1
P53450	S96726	JHU_TSS_1050_2886_1
P53462	S70904	UNC_MOD2615
P53464	S59600	UNC_MOD1346
P53478	S25712	UW_EPIC_2580_1
P53510	S96451	UNC_MOD0983
P53530	S25202	UNC_MOD0205
P53532	S13654	JHU_TSS_826_2436_1
P53540	S49498	JHU_TSS_271_1434_1
P53563	S95846	UW_EPIC_2000
P53571	S79251	UW_EPIC_1542
P53583	S22957	JHU_TSS_143_1189_1
P53591	S95778	JHU_CFRD_303_10362_1
P53606	S91913	UNC_MOD1144
P53646	S87408	JHU_TSS_290_1438_1
P53673	S49781	UW_EPIC_2579
P53740	S43966	UNC_MOD0767
P53756	S94116	UNC_MOD1947
P53772	S15899	JHU_TSS_689_2181_1
P53792	S92566	UW_EPIC_1708
P53794	S13265	UNC_MOD1828
P53889	S38216	UNC_MOD0969
P53893	S85180	JHU_TSS_6_11_1
P53938	S75531	UW_EPIC_1621
P53956	S39697	JHU_TSS_47_1027_1
P53964	S39953	JHU_TSS_272_1397_1
P53978	S95569	JHU_TSS_302_1459_1
P53981	S56755	JHU_TSS_585_1990_1
P53985	S51165	JHU_TSS_433_1704_1
P53992	S21990	JHU_TSS_699_2195_1
P53995	S78398	UNC_MOD0881
P54008	S46422	UW_EPIC_1874
P54013	S42101	UW_EPIC_3521
P54047	S32824	UNC_MOD0978
P54068	S11722	UW_EPIC_3374
P54080	S69583	UNC_MOD0144
P54082	S93654	JHU_TSS_856_2499_1
P54088	S95677	UNC_MOD2089
P54122	S77848	JHU_TSS_339_1532_1
P54138	S52909	JHU_TSS_640_2098_1
P54139	S77396	UNC_MOD0990
P54140	S41934	UW_EPIC_34735
P54153	S97197	UNC_MOD1124
P54199	S46692	JHU_TSS_489_1813_1
P54226	S69598	JHU_TSS_357_1561_1
P54238	S38761	JHU_TSS_1043_246_1
P54240	S53267	UNC_MOD1563
P54243	S60275	JHU_TSS_296_1448_1
P54280	S50465	UNC_MOD0430
P54312	S90767	JHU_TSS_1053_2893_1
P54332	S83824	UNC_MOD1977
P54334	S42727	UNC_MOD1916
P54446	S79831	UNC_MOD1119
P54460	S41373	UNC_MOD2361
P54462	S99572	JHU_TSS_554_1968_1
P54469	S89692	JHU_TSS_550_1925_1
P54500	S85566	JHU_TSS_244_1350_1
P54505	S23005	UNC_MOD0180
P54507	S90809	UNC_MOD1883
P54536	S13153	JHU_TSS_730_2379_1
P54543	S40044	UNC_MOD1355
P54547	S83998	UNC_MOD1495
P54556	S77501	UNC_MOD2245
P54567	S16129	UW_EPIC_3306
P54573	S51953	UNC_MOD0450
P54586	S20563	UNC_MOD2483
P54596	S71140	UW_EPIC_179_2
P54614	S57234	UNC_MOD1269
P54625	S86927	UW_EPIC_3169
P54626	S33556	JHU_TSS_903_2685_1
P54631	S11350	JHU_TSS_98_1115_1
P54637	S87728	JHU_TSS_432_1707_1
P54648	S16784	JHU_TSS_569_1961_1
P54665	S34154	UW_EPIC_35815
P54678	S36196	JHU_TSS_573_1969_1
P54682	S68327	JHU_TSS_738_2271_1
P54682	S51604	JHU_TSS_738_2271_2
P54703	S83769	UW_EPIC_336
P54773	S52206	UW_EPIC_1886
P54795	S49237	UW_EPIC_2719
P54815	S46416	JHU_TSS_1003_2779_1
P54817	S33151	JHU_TSS_708_2214_1
P54826	S18823	JHU_TSS_161_1215_1
P54832	S28472	JHU_TSS_143_1188_1
P54876	S46685	UNC_MOD1687
P54891	S15867	UNC_MOD2225
P54913	S76771	JHU_TSS_448_1738_1
P54921	S34644	JHU_CFRD_312_10371_1
P54924	S52910	UNC_MOD1186
P54972	S32306	UNC_CFLD9906
P54995	S32311	UW_EPIC_3447
P55002	S21551	JHU_TSS_1005_243_1
P55067	S64850	JHU_TSS_701_2198_1
P55069	S50216	UW_EPIC_1853
P55083	S31930	JHU_TSS_858_2517_1
P55173	S69440	JHU_TSS_8_15_1
P55177	S38089	JHU_TSS_1000_240_1
P55192	S29886	JHU_TSS_359_1554_1
P55202	S78713	UNC_MOD0804
P55247	S67038	JHU_TSS_382_1607_1
P55249	S37299	JHU_TSS_795_2386_1
P55250	S46646	UW_EPIC_1517
P55266	S84172	UNC_MOD1641
P55290	S28805	JHU_TSS_577_1977_1
P55312	S21584	UW_EPIC_255
P55324	S70780	JHU_TSS_427_1699_1
P55330	S81251	UNC_MOD1534
P55332	S80158	UW_EPIC_441
P55346	S75499	UNC_MOD1511
P55363	S85924	UW_EPIC_1600
P55391	S28459	JHU_TSS_851_2491_1
P55397	S96689	UNC_MOD0276
P55407	S77039	UNC_MOD1937
P55417	S12237	JHU_TSS_883_2724_1
P55418	S24833	UW_EPIC_267
P55443	S11833	UW_EPIC_398
P55458	S86103	JHU_TSS_843_2478_1
P55458	S16650	JHU_TSS_815_2419_1
P55465	S77789	UNC_MOD1068
P55488	S86363	UW_EPIC_6968
P55489	S28407	JHU_TSS_486_1807_1
P55510	S83139	UNC_MOD2219
P55510	S43415	JHU_TSS_137_1174_1
P55528	S37052	UW_EPIC_2616
P55529	S14113	JHU_TSS_382_1606_1
P55541	S56908	JHU_TSS_743_2282_1
P55571	S48252	UNC_MOD2092
P55600	S88931	UNC_MOD1163
P55647	S78858	JHU_CFRD_414_10474_1
P55647	S23131	UNC_MOD0384
P55654	S55226	JHU_TSS_515_1865_1
P55665	S55557	UNC_MOD1259
P55701	S82555	UNC_MOD0377
P55703	S55383	JHU_TSS_785_2367_1
P55741	S52110	UW_EPIC_3237
P55750	S57843	JHU_TSS_3_6_1
P55765	S39671	UNC_MOD0980
P55810	S76244	JHU_TSS_862_2512_1
P55818	S57334	UNC_MOD0763
P55824	S43307	UW_EPIC_9083
P55839	S53305	UNC_MOD1482
P55856	S40006	JHU_TSS_213_123_1
P55867	S63136	UNC_MOD1322
P55916	S36599	JHU_TSS_592_2004_1
P55924	S48916	UNC_MOD2508
P55960	S13143	JHU_TSS_453_1747_1
P55961	S96478	JHU_TSS_339_1531_1
P55963	S70749	JHU_TSS_122_96_1
P55971	S18394	JHU_TSS_818_2429_1
P55980	S29303	JHU_TSS_80_80_1
P55989	S89656	UNC_MOD0521
P56012	S39345	UW_EPIC_430
P56015	S75976	UNC_MOD1437
P56035	S52212	UNC_MOD0239
P56037	S96855	UNC_MOD2216
P56051	S62017	UW_EPIC_1961
P56091	S58406	JHU_CFRD_248_10307_1
P56092	S49874	UW_EPIC_1529
P56094	S33734	JHU_TSS_823_2431_1
P56098	S97518	UW_EPIC_264
P56126	S66904	JHU_CFRD_247_10306_1
P56129	S74834	UW_EPIC_4221
P56176	S23442	UW_EPIC_3644_2
P56187	S73442	UNC_MOD2469
P56192	S57847	JHU_TSS_280_1755_1
P56237	S57458	UNC_CFLD9919
P56238	S72139	UNC_MOD2418
P56269	S77876	UW_EPIC_2169
P56289	S78479	JHU_TSS_908_2597_1
P56295	S91039	UNC_MOD2412
P56301	S80826	JHU_TSS_634_2081_1
P56330	S99431	UW_EPIC_11400
P56333	S87721	UNC_MOD1863
P56335	S83628	UW_EPIC_34863_1
P56347	S21857	JHU_TSS_330_1516_1
P56361	S72249	UW_EPIC_3646
P56362	S53895	JHU_TSS_472_1783_1
P56396	S96954	JHU_BL_08_1
P56398	S16551	UNC_MOD1860
P56422	S86362	UNC_MOD1264
P56430	S54229	UNC_MOD1416
P56438	S98263	UW_EPIC_34749
P56446	S64280	JHU_TSS_35_1007_1
P56452	S23699	UW_EPIC_2129
P56464	S14119	UW_EPIC_8389
P56475	S25823	JHU_TSS_779_2354_1
P56491	S14921	UW_EPIC_34754
P56502	S13943	UW_EPIC_2923
P56505	S27321	UW_EPIC_177
P56513	S96093	UW_EPIC_34750
P56535	S65599	JHU_TSS_470_1870_1
P56541	S67815	UW_EPIC_1851
P56544	S21377	UNC_MOD0918
P56587	S67569	UNC_MOD1049
P56617	S29150	JHU_TSS_653_2105_1
P56638	S48813	UW_EPIC_1707
P56642	S29426	UW_EPIC_3686
P56659	S80527	UNC_CFLD1073
P56708	S42845	JHU_TSS_319_1495_1
P56715	S86960	UNC_MOD0086
P56732	S48113	UNC_MOD1955
P56770	S71728	UNC_MOD2254
P56789	S27610	UW_EPIC_2611
P56800	S46593	JHU_TSS_366_1579_1
P56805	S22116	UNC_MOD2701
P56810	S77306	UNC_MOD1582
P56880	S64067	UW_EPIC_2011
P56914	S90223	UW_EPIC_2227
P56920	S15284	JHU_TSS_28_1003_1
P57016	S83648	JHU_TSS_686_2174_1
P57024	S64778	JHU_TSS_10_20_1
P57033	S33480	UW_EPIC_9325
P57052	S70582	UW_EPIC_1523
P57078	S93678	JHU_TSS_102_81_1
P57082	S38502	UW_EPIC_400
P57100	S58920	UW_EPIC_4198
P57160	S40198	JHU_CFRD_511_10571_1
P57183	S40681	UNC_MOD1929
P57213	S78035	JHU_TSS_271_1396_1
P57236	S22782	UW_EPIC_253
P57271	S82130	UNC_MOD1878
P57280	S64215	UNC_MOD2222
P57282	S26511	JHU_TSS_896_2578_1
P57291	S39915	UW_EPIC_2884
P57299	S33160	UW_EPIC_198
P57336	S82560	JHU_TSS_29_53_1
P57343	S46771	UNC_MOD0862
P57347	S72221	JHU_TSS_812_2417_1
P57362	S65920	JHU_TSS_835_2464_1
P57390	S74703	UW_EPIC_234
P57399	S38460	JHU_TSS_54_1038_1
P57413	S50107	UNC_MOD2312
P57418	S59694	UNC_MOD0695
P57452	S27721	UNC_MOD1661
P57460	S26888	UW_EPIC_2405
P57501	S58792	UNC_MOD0270
P57505	S79861	JHU_TSS_324_1503_1
